absolute_error,calibration_clipped_mode_count,calibration_tsd,clipped_mode_count,cumulative_noise,diagonal_correlation_diagnostic,exact_tsd,feature_dim,heldout_eigenvalues,heldout_singular_values,heldout_tsd,incremental_noise,raw_largest_eigenvalue,run_id,stage,trace_dependence,train_test_gap
0.13050913787666407,0,1.5574587427371624,0,0.8,"[0.7444663673565525, 0.5354939246185403, 0.35222602861423424, 0.22374045682680657, 0.15512023920786033, 0.09747807484251705, -0.027074372100416536, -0.014162441813430146]",1.5780355258798995,8,"[0.5598104428214783, 0.3047131733651574, 0.15027263285130318, 0.06542272738336048, 0.0255684591804317, 0.007000316317946758, 0.00011150246942360316, 7.5890423977869834e-06]","[0.7482048134177421, 0.5520083091450322, 0.38765014233365525, 0.25577866874186456, 0.15990140456053442, 0.08366789299335055, 0.01055947297092062, 0.0027548216635178008]",1.4475263880032354,0.5,0.5598104428214783,20260809-015520_postfix-e7-tsd-calibration-reliability-20rep,3,1.1129068434314993,0.10993235473392704
0.02091365078934726,0,0.6395206460921117,0,1.8,"[0.5880492754720897, 0.34833423185127305, 0.2033450359439042, 0.11566505337131214, 0.06037578166726973, 0.01766899685179104, -0.006694638236015253, -0.004392354127783837]",0.6502219020116915,8,"[0.349886657850452, 0.1278687610534489, 0.04158298545346452, 0.014096406192336932, 0.0040924338956684295, 0.0008364625631801754, 0.000277496632288427, 1.4798597284146804e-07]","[0.5915121789536137, 0.357587417358957, 0.20391906593907427, 0.11872828724586627, 0.06397213374328255, 0.028921662524484575, 0.016658230166750217, 0.0003846894498702402]",0.6293082512223442,1.0,0.349886657850452,20260809-015520_postfix-e7-tsd-calibration-reliability-20rep,4,0.5386413516268123,0.010212394869767438
28.636845550315936,0,8.616933562062197,2,0.1,"[0.9309586793298137, 0.8600349988593324, 0.8387902294917847, 0.8256125535631451, 0.7864858107869397, 0.73082967106035, 1.1171054100455613, 1.5485214580266349]",9.838964831207182,8,"[3.2429022365716076, 2.0691235528568517, 0.8964347334231818, 0.7402175871580777, 0.6329156166072644, 0.561584184915394, 0.4012136549801741, 0.24764990127058795]","[1.8008059963726264, 1.4384448383086685, 0.9468023729496995, 0.8603589873756639, 0.7955599390412167, 0.7493892078989355, 0.633414283846026, 0.49764435219400205]",38.47581038152312,0.1,3.2429022365716076,20260809-015548_postfix-e7-tsd-calibration-high-resource-10rep,1,8.79204146778314,-29.85887681946092
15.883831390370013,0,4.188655839520079,1,0.30000000000000004,"[0.8812662932896947, 0.830364516817499, 1.0356030305462514, 1.4234327431948157, 1.028916756417116, 0.7169700223754538, 1.1267072522724468, 0.5651844055700062]",4.2507091519780085,8,"[22.54719736327477, 0.772993410723134, 0.6269799954498786, 0.4920376281681377, 0.3424331448075547, 0.22010398726749017, 0.12811292552431122, 0.06321233352212967]","[4.748388922916358, 0.8792004383092253, 0.7918206838987465, 0.7014539387359213, 0.5851778745027487, 0.46915241368609645, 0.35792865982526634, 0.25142063066130765]",20.13454054234802,0.2,22.54719736327477,20260809-015548_postfix-e7-tsd-calibration-high-resource-10rep,2,25.193070788737405,-15.945884702827941
16.203130050497755,0,1.566276244856477,1,0.8,"[0.7444177093023318, 0.5226016729822756, 0.36827774136682667, 0.2471211740041928, 0.21385441308122635, 0.12162312496622893, -0.6697951790998609, -1.7157104262466663]",1.5780355258798995,8,"[5.257111433567509, 0.565269096043635, 0.314594509394592, 0.22623554941974464, 0.10885275935981283, 0.05795077715834425, 0.02063999390097734, 1.0096244864912226e-05]","[2.2928391643478854, 0.7518437976359418, 0.5608872519451588, 0.4756422494057321, 0.329928415508293, 0.2407296765219117, 0.1436662587421881, 0.0031774588691141584]",17.781165576377656,0.5,5.257111433567509,20260809-015548_postfix-e7-tsd-calibration-high-resource-10rep,3,6.55066421508948,-16.214889331521178
0.03935733070988445,0,0.6440447726655326,0,1.8,"[0.6014272866719833, 0.35322261579493686, 0.1873972826379945, 0.11352051299216889, 0.09078993404674551, 0.011219568893804686, -0.03336695981780562, -0.032834722952698694]",0.6502219020116915,8,"[0.36752112906931683, 0.13853705714363776, 0.049942356004339765, 0.018230780838941866, 0.008300021348439563, 0.0036752110017558687, 0.0005742820881556761, 0.0001248075611521865]","[0.6062352093612815, 0.37220566511491704, 0.22347786468538616, 0.1350214088170534, 0.09110445295615117, 0.06062351855308193, 0.0239641834443754, 0.011171730445736081]",0.689579232721576,1.0,0.36752112906931683,20260809-015548_postfix-e7-tsd-calibration-high-resource-10rep,4,0.5869056450557395,-0.045534460056043335
28.636845550315936,0,8.616933562062197,2,0.1,"[0.9309586793298137, 0.8600349988593324, 0.8387902294917847, 0.8256125535631451, 0.7864858107869397, 0.73082967106035, 1.1171054100455613, 1.5485214580266349]",9.838964831207182,8,"[3.2429022365716076, 2.0691235528568517, 0.8964347334231818, 0.7402175871580777, 0.6329156166072644, 0.561584184915394, 0.4012136549801741, 0.24764990127058795]","[1.8008059963726264, 1.4384448383086685, 0.9468023729496995, 0.8603589873756639, 0.7955599390412167, 0.7493892078989355, 0.633414283846026, 0.49764435219400205]",38.47581038152312,0.1,3.2429022365716076,20260809-015551_postfix-e7-tsd-calibration-high-resource-10rep,1,8.79204146778314,-29.85887681946092
15.883831390370013,0,4.188655839520079,1,0.30000000000000004,"[0.8812662932896947, 0.830364516817499, 1.0356030305462514, 1.4234327431948157, 1.028916756417116, 0.7169700223754538, 1.1267072522724468, 0.5651844055700062]",4.2507091519780085,8,"[22.54719736327477, 0.772993410723134, 0.6269799954498786, 0.4920376281681377, 0.3424331448075547, 0.22010398726749017, 0.12811292552431122, 0.06321233352212967]","[4.748388922916358, 0.8792004383092253, 0.7918206838987465, 0.7014539387359213, 0.5851778745027487, 0.46915241368609645, 0.35792865982526634, 0.25142063066130765]",20.13454054234802,0.2,22.54719736327477,20260809-015551_postfix-e7-tsd-calibration-high-resource-10rep,2,25.193070788737405,-15.945884702827941
16.203130050497755,0,1.566276244856477,1,0.8,"[0.7444177093023318, 0.5226016729822756, 0.36827774136682667, 0.2471211740041928, 0.21385441308122635, 0.12162312496622893, -0.6697951790998609, -1.7157104262466663]",1.5780355258798995,8,"[5.257111433567509, 0.565269096043635, 0.314594509394592, 0.22623554941974464, 0.10885275935981283, 0.05795077715834425, 0.02063999390097734, 1.0096244864912226e-05]","[2.2928391643478854, 0.7518437976359418, 0.5608872519451588, 0.4756422494057321, 0.329928415508293, 0.2407296765219117, 0.1436662587421881, 0.0031774588691141584]",17.781165576377656,0.5,5.257111433567509,20260809-015551_postfix-e7-tsd-calibration-high-resource-10rep,3,6.55066421508948,-16.214889331521178
0.03935733070988445,0,0.6440447726655326,0,1.8,"[0.6014272866719833, 0.35322261579493686, 0.1873972826379945, 0.11352051299216889, 0.09078993404674551, 0.011219568893804686, -0.03336695981780562, -0.032834722952698694]",0.6502219020116915,8,"[0.36752112906931683, 0.13853705714363776, 0.049942356004339765, 0.018230780838941866, 0.008300021348439563, 0.0036752110017558687, 0.0005742820881556761, 0.0001248075611521865]","[0.6062352093612815, 0.37220566511491704, 0.22347786468538616, 0.1350214088170534, 0.09110445295615117, 0.06062351855308193, 0.0239641834443754, 0.011171730445736081]",0.689579232721576,1.0,0.36752112906931683,20260809-015551_postfix-e7-tsd-calibration-high-resource-10rep,4,0.5869056450557395,-0.045534460056043335
