dynamics,replicate,axis,axis_value,lag,trajectory_length,bins,step,diffusion,observation_stride,initial,spectrum_mae,chapman_kolmogorov_max_abs,transition_weighted_l2
double_well,1,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.1294179432955395,0.1506921311819766,0.0865189901886834
double_well,1,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.16262357325571625,0.1268838286606214,0.10365284595993614
multi_well,1,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.043731921450072125,0.08514289631979022,0.05352693342669194
multi_well,1,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.11340894121629669,0.18004435404250296,0.08884026849962791
multi_well,1,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.18979845045314653,0.2580421480837673,0.12045836204995379
multi_well,1,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.240906891924979,0.2637339380653788,0.13895459814739075
ornstein_uhlenbeck,2,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.04437934126825267,0.09177303929685765,0.05350691802050579
ornstein_uhlenbeck,2,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.0813357798565464,0.15960428924564407,0.06949752388985314
ornstein_uhlenbeck,2,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.11682616254638178,0.20327784519525333,0.08099742700273549
ornstein_uhlenbeck,2,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.12231955670564443,0.12983242771739503,0.08000338423103537
double_well,2,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.045112175789247345,0.08089966727771436,0.05747349846418144
double_well,2,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.09907541120190616,0.1310081358945731,0.07633219939567391
double_well,2,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.13381697925404046,0.1059038776654356,0.08571700627494748
double_well,2,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.17111823683295407,0.12682378864156424,0.1054203225612076
multi_well,2,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.042044538505350594,0.08080560892170408,0.05499305337908097
multi_well,2,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.09842912884101124,0.1528170106843159,0.07645193050768712
multi_well,2,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.14700751765818093,0.2054262166136216,0.09300829172760171
multi_well,2,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.16879693745624694,0.1895244607525892,0.10353947910212927
ornstein_uhlenbeck,3,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.03493371930926303,0.05832693228605568,0.04549149814048537
ornstein_uhlenbeck,3,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.0764605901760591,0.1277654316759933,0.06435984513517294
ornstein_uhlenbeck,3,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.12603824596357785,0.2303934891371892,0.08552389919495441
ornstein_uhlenbeck,3,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.16194333872997918,0.28954040241319867,0.10369541073927105
double_well,3,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.03916612112454864,0.06987030693597113,0.051736009072838686
double_well,3,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.08588440981744966,0.08769826271591596,0.06947597120673822
double_well,3,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.11489409926470338,0.1274331789001751,0.07970732526243911
double_well,3,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.14940224821201215,0.08207899803466075,0.09705196889226692
multi_well,3,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.04492235731664522,0.0878454082327711,0.05397673070421772
multi_well,3,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.1178640757552924,0.18399077579833262,0.08753523703362329
multi_well,3,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.19594831899115284,0.2773637233197428,0.11821436284358577
multi_well,3,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.23937615708698312,0.2363905518756893,0.13928995534684918
ornstein_uhlenbeck,4,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.029394982710431155,0.049412299700483345,0.045660798408967675
ornstein_uhlenbeck,4,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.06676189328088407,0.1206275704846369,0.06059161173329406
ornstein_uhlenbeck,4,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.09838553723933961,0.13502886821431243,0.0702246444592099
ornstein_uhlenbeck,4,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.10965289338280484,0.12894393047853536,0.07305353384226695
double_well,4,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.03622467638014344,0.07071932308399043,0.045862338634666745
double_well,4,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.08623442893575906,0.14391443618696442,0.06843617943212417
double_well,4,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.1166299010354511,0.12980734526844162,0.07899312238273679
double_well,4,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.14995433015317278,0.11762224448018241,0.09727317735647964
multi_well,4,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.05169460245416041,0.10048583794234256,0.06030982925716023
multi_well,4,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.1250873006094401,0.1880131232706872,0.09311747334049646
multi_well,4,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.19526429317577423,0.2671537011878394,0.11863824663293204
multi_well,4,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.22003569719096713,0.26152758663734677,0.13057878676919743
ornstein_uhlenbeck,5,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.03648503055468284,0.06863243137355834,0.054724630566186504
ornstein_uhlenbeck,5,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.0702762994402229,0.12237137722197144,0.06398821248298009
ornstein_uhlenbeck,5,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.10483108037936233,0.1882295381740397,0.0752036075887018
ornstein_uhlenbeck,5,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.12877413125318524,0.22286181573179026,0.08366661478408213
double_well,5,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.03466615108327382,0.05096712678387694,0.04503461186586991
double_well,5,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.08328027649878932,0.12641709098037102,0.06872844725081542
double_well,5,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.12369917766465385,0.12316110842701603,0.0843367524163949
double_well,5,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.1598696180741186,0.12629415178189898,0.1015611730310255
multi_well,5,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.03980033337285596,0.07391850836923142,0.04921124128564699
multi_well,5,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.0998084392668071,0.1698685685090941,0.07501741376086248
multi_well,5,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.1462070166963878,0.2551632125746869,0.09572788495600987
multi_well,5,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.1662422913027271,0.20213949745710244,0.10480213292341667
ornstein_uhlenbeck,6,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.030394121116491903,0.05756436416996635,0.04308727179927551
ornstein_uhlenbeck,6,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.07684904505749318,0.15057035913910788,0.06711559804912098
ornstein_uhlenbeck,6,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.11342615649556176,0.1988399280435556,0.07925528638648095
ornstein_uhlenbeck,6,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.14053846211844334,0.2463957503046769,0.08950544214303702
double_well,6,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.041092996776117066,0.08103095604844185,0.05223551226277583
double_well,6,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.0920133359542447,0.13782178987394816,0.07048764306982838
double_well,6,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.13085119027061895,0.10430230762007903,0.0831476262995869
double_well,6,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.15121709478141138,0.1053379107158045,0.09779678238155276
multi_well,6,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.04026516697443222,0.07255148093684038,0.05286667535515841
multi_well,6,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.10854487637428396,0.17287185688315893,0.08119907807448962
multi_well,6,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.18196145956644505,0.24359615138456958,0.11047203325976417
multi_well,6,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.2243160903216321,0.3670027705772576,0.13357062837553932
ornstein_uhlenbeck,7,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.03850289651991737,0.06740376516108126,0.04646602136220944
ornstein_uhlenbeck,7,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.084406088415527,0.14199557184977785,0.06812510150124
ornstein_uhlenbeck,7,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.12619058472208156,0.2090650428429977,0.08447885542713282
ornstein_uhlenbeck,7,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.1529798927881803,0.2578457951041355,0.09553162893295551
double_well,7,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.04795589978744165,0.0863269061923213,0.0588105487896611
double_well,7,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.11125296994011499,0.19669384322152078,0.08587465831801293
double_well,7,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.15439124116832692,0.27656871604035127,0.10060929766796166
double_well,7,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.18000461934027248,0.2735504997479976,0.11394557046224439
multi_well,7,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.04250807772644501,0.07858472021940655,0.054116411175993986
multi_well,7,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.10878683542917064,0.20413453291811623,0.08907312905282029
multi_well,7,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.17888066485872745,0.30145828406250824,0.11391243160686679
multi_well,7,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.22445721131890012,0.304555015849422,0.13204766697686743
ornstein_uhlenbeck,8,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.03883016243618588,0.059759826704544494,0.052275513754609336
ornstein_uhlenbeck,8,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.08845383961710461,0.12964531563286502,0.06794788391228038
ornstein_uhlenbeck,8,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.12510584352826043,0.1777835759247205,0.08068149094627164
ornstein_uhlenbeck,8,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.13876667337694926,0.18894024496406436,0.08841035236297004
double_well,8,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.03436732494804955,0.06730344860019766,0.05116383718222619
double_well,8,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.07513536843392528,0.12382473311607989,0.06458671646552175
double_well,8,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.11965268397681911,0.1223650077669608,0.08508662929063075
double_well,8,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.15883266470154422,0.1318670333028967,0.10108264952635139
multi_well,8,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.04266871048793395,0.07340011159089599,0.049615068852464035
multi_well,8,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.08767751833683174,0.1376507370416351,0.06685849083135151
multi_well,8,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.14139072548506354,0.22576900252725224,0.08981282825936694
multi_well,8,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.15983046479572724,0.1972889561095412,0.10159561762487265
ornstein_uhlenbeck,9,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.038351209261927935,0.08784196989109189,0.052792288846245095
ornstein_uhlenbeck,9,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.0829221367134386,0.15818221310948893,0.06923919744612149
ornstein_uhlenbeck,9,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.11741214370198547,0.1878914427761849,0.07963840309693308
ornstein_uhlenbeck,9,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.13146650671010301,0.17391221983929908,0.08492613514277106
double_well,9,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.04019704663395006,0.0702401664479474,0.0505510510509823
double_well,9,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.09292583265137988,0.13378601393089884,0.07034947814772059
double_well,9,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.13216191110646464,0.1245251282865123,0.08386019994260005
double_well,9,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.1475646959415133,0.08670418676340948,0.09643194760570475
multi_well,9,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.040396019407236985,0.06978011180600574,0.04855381272426165
multi_well,9,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.09886418189936527,0.1569468157284688,0.07323066364875279
multi_well,9,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.14545856476039276,0.23927411573914525,0.09534255046905447
multi_well,9,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.17365632186250438,0.29486309546632644,0.11094785337808945
ornstein_uhlenbeck,0,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.02656342948497007,0.05843203351108717,0.029356154913990316
ornstein_uhlenbeck,0,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.055874200328460036,0.11797518156746756,0.04497777715583284
ornstein_uhlenbeck,0,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.0713229114676679,0.16608929755401486,0.05343747102523455
ornstein_uhlenbeck,0,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.06974583863430872,0.17037463640551748,0.050784758431391096
double_well,0,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.025629048825888165,0.05570969897630096,0.03515160578727908
double_well,0,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.055506467982522005,0.09599488325898958,0.049220116760119
double_well,0,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.07429965200861574,0.08792280255786505,0.047975011673017307
double_well,0,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.07852708792775172,0.09671508478511459,0.049838713691073865
multi_well,0,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.02190384009599207,0.056184487089228075,0.03964133509204681
multi_well,0,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.06110363816056488,0.13754207221565296,0.07046798417118888
multi_well,0,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.114965860912979,0.20628721814450823,0.09178275522287331
multi_well,0,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.16258298900848847,0.2788493223526408,0.1021975887850281
ornstein_uhlenbeck,1,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.025989265574593155,0.048232425870568196,0.027915256151169885
ornstein_uhlenbeck,1,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.05565939657863317,0.10861785122012557,0.04343922369224447
ornstein_uhlenbeck,1,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.07270248853785077,0.17165259412580747,0.05302943166051636
ornstein_uhlenbeck,1,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.07285276262325344,0.17779208942064956,0.05180056995537321
double_well,1,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.026041323571779615,0.05698068042617088,0.03237276267908828
double_well,1,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.059966248043008555,0.09106504415109817,0.05164148978351868
double_well,1,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.07901795632196644,0.1010731420901424,0.0531156016904383
double_well,1,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.08329629123783985,0.09742028175893544,0.05461310876683554
multi_well,1,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.02270400577691764,0.06505966390097251,0.0414344437658426
multi_well,1,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.06403861258107015,0.15832143249522146,0.0757368190079257
multi_well,1,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.11664161385038316,0.2043370756075682,0.09259853313135007
multi_well,1,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.1605439659218778,0.1803104610211978,0.09568488742441289
ornstein_uhlenbeck,2,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.02431980640864454,0.058200282620142874,0.02898197733161019
ornstein_uhlenbeck,2,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.04569016876653042,0.12487423349777166,0.04086471653828039
ornstein_uhlenbeck,2,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.0603765989513694,0.14855422275721258,0.04551975126514949
ornstein_uhlenbeck,2,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.06556010484444474,0.13227863866229142,0.04369503824772452
double_well,2,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.023867142975119285,0.05466970253609149,0.03164016844290748
double_well,2,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.05445715271963637,0.08611686670287383,0.04432828472052392
double_well,2,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.07391245388962317,0.08676858103252366,0.049025025653911834
double_well,2,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.07891933810053067,0.08090754172865955,0.05110051959871696
multi_well,2,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.029296447821174465,0.07008966304127473,0.04417021377446423
multi_well,2,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.08276722336420156,0.16567595813602165,0.0802622605564883
multi_well,2,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.14733678191338703,0.24317979243504206,0.1063026858517543
multi_well,2,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.2018910125259184,0.2992286297953833,0.12181858307153383
ornstein_uhlenbeck,3,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.020730142070024122,0.05250261450882221,0.026790445194766754
ornstein_uhlenbeck,3,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.04400941771899203,0.10854824942354568,0.040584279261151525
ornstein_uhlenbeck,3,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.05679339335537947,0.14108990395994864,0.04677886237484021
ornstein_uhlenbeck,3,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.055206429624342475,0.1403901050389526,0.041884453035517105
double_well,3,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.022826516083393478,0.05503956265442339,0.031440979948938415
double_well,3,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.05074125378902812,0.0922168160312169,0.04754793132746733
double_well,3,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.06263069183983833,0.08497304559238533,0.04661942184397903
double_well,3,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.06035541432108406,0.05047524326089514,0.043589756636928566
multi_well,3,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.03270044172739078,0.06894287358807921,0.04254553980711239
multi_well,3,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.08307550552891273,0.15204521986489683,0.07416862565830536
multi_well,3,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.14121692535556565,0.22602444782453718,0.09921566414995707
multi_well,3,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.1766118044008882,0.2857219189926346,0.10673629123324113
ornstein_uhlenbeck,4,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.023392614806388278,0.051801217242745334,0.0282783059096243
ornstein_uhlenbeck,4,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.04379761673377402,0.10605481732382993,0.039409611297595404
ornstein_uhlenbeck,4,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.05495417288709617,0.1502519016145849,0.04523163577483377
ornstein_uhlenbeck,4,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.05984504941603436,0.12885154911544475,0.04324817549577078
double_well,4,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.024456953077515664,0.0523542074164946,0.03288315559869158
double_well,4,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.055293757672454154,0.08266283363353494,0.0483803904163525
double_well,4,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.07259151733863245,0.09319899529802422,0.050017743237584567
double_well,4,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.08228769083249966,0.07722884902790952,0.053582240650058
multi_well,4,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.02770459074876061,0.05948527354287697,0.03952853736294789
multi_well,4,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.08086361296672029,0.15857820871054762,0.07956901793385941
multi_well,4,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.15203842105191231,0.2507358717030424,0.11286382665708992
multi_well,4,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.210712055685376,0.30249818667930156,0.12699157271156025
ornstein_uhlenbeck,5,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.026083202406749936,0.049959102517334486,0.02890646504218819
ornstein_uhlenbeck,5,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.04856760836707728,0.10940387195098134,0.042291692988081685
ornstein_uhlenbeck,5,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.06349842703629797,0.14477105119580969,0.04864931801517062
ornstein_uhlenbeck,5,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.06459690281964525,0.1341081431226678,0.04496277872426086
double_well,5,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.024002738256387338,0.06504593291529726,0.0334699051213902
double_well,5,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.05454398512099237,0.0892736553582219,0.04679230486806026
double_well,5,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.07215352118851352,0.09031774069759951,0.048673436615082596
double_well,5,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.07401229035961056,0.06605014246803359,0.04875046974770038
multi_well,5,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.025609061055172175,0.06882018463120765,0.046349381514442234
multi_well,5,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.07017072023706977,0.14006494451242157,0.07887192435776794
multi_well,5,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.13014095652767743,0.1997629080127794,0.10100568268652786
multi_well,5,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.1780764626621529,0.19184884044621178,0.10803363238831261
ornstein_uhlenbeck,6,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.025394473369591143,0.0664637132153415,0.030927448661318618
ornstein_uhlenbeck,6,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.051048498350597986,0.13258400277631666,0.04575886616594976
ornstein_uhlenbeck,6,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.06409639090550594,0.16152496484325496,0.05127757438035036
ornstein_uhlenbeck,6,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.0700343188720019,0.1458051977440222,0.0482561631025722
double_well,6,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.02578493482228454,0.05468066574266439,0.03361721314253284
double_well,6,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.055911335327801695,0.09835680708147915,0.048625491322378186
double_well,6,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.07909002793779163,0.09132585976799412,0.052140055774168956
