dynamics,replicate,axis,axis_value,lag,trajectory_length,bins,step,diffusion,observation_stride,initial,spectrum_mae,chapman_kolmogorov_max_abs,transition_weighted_l2
ornstein_uhlenbeck,2,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.04497366117597104,0.0843543979795709,0.04866400549749192
ornstein_uhlenbeck,2,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.10275867356960508,0.18369739109085692,0.07731153553382515
ornstein_uhlenbeck,2,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.13365321871925476,0.21383669135512218,0.08683925041069138
ornstein_uhlenbeck,2,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.14845621179292703,0.20626954189718827,0.09287425165421895
double_well,2,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.04391318340976335,0.06886772558618554,0.053084044030241334
double_well,2,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.10114945238515322,0.10073454169059137,0.07574662109793126
double_well,2,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.1507909867406529,0.16137752367922897,0.09668458868527323
double_well,2,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.17448036094937086,0.16752969916659552,0.10863171296172251
multi_well,2,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.048865361461873605,0.08036824199529813,0.057732200408565415
multi_well,2,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.1358216212787622,0.18430054275189478,0.09988059920968101
multi_well,2,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.23361097414112555,0.3074663211257537,0.1373716829997371
multi_well,2,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.28052663627800223,0.37931181077377346,0.15600729420611242
ornstein_uhlenbeck,3,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.03542914208907799,0.06425150052855622,0.047198748955900954
ornstein_uhlenbeck,3,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.08152227838943155,0.1484983533911186,0.06516662669134042
ornstein_uhlenbeck,3,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.12167508675204461,0.21290314324188747,0.08094694023895438
ornstein_uhlenbeck,3,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.15010891871338905,0.248120630920367,0.09540081026049099
double_well,3,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.034328604467322645,0.06840943280793998,0.04905327684938182
double_well,3,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.08134499751991475,0.10930717136852369,0.06742635881638992
double_well,3,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.11653229502676268,0.12213419154887645,0.08182439657045784
double_well,3,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.14202309419749404,0.10600590642058914,0.09338038683422188
multi_well,3,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.04205428984240905,0.06806142964657713,0.05003901257463857
multi_well,3,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.10707861712769219,0.1830398117186356,0.07685771539690008
multi_well,3,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.16063310631127037,0.2803654340107448,0.10208157533354408
multi_well,3,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.19180462940532245,0.32076110132377655,0.11888460847370073
ornstein_uhlenbeck,4,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.03249248746245628,0.05136111435945856,0.04796471172025192
ornstein_uhlenbeck,4,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.07014759238041657,0.12064144583865333,0.06088934918619185
ornstein_uhlenbeck,4,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.1082936333010466,0.1660274560182643,0.07475625352466952
ornstein_uhlenbeck,4,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.13088019631335918,0.20969845183112182,0.08409725181431907
double_well,4,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.04001272316953581,0.07424679367618214,0.05281776438837881
double_well,4,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.09085009162434958,0.11636412522454126,0.06996763562227339
double_well,4,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.13182572617141058,0.14576908639092215,0.08924808460038758
double_well,4,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.1701706821727565,0.12487811516437014,0.10691306643532043
multi_well,4,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.04510543752353833,0.08326151148474481,0.05639852254816286
multi_well,4,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.11428491669689393,0.17476407326926224,0.08709669198385361
multi_well,4,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.18693110489376505,0.2533342313307882,0.11318994630285412
multi_well,4,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.236430167807799,0.4045716547009133,0.1402225072049386
ornstein_uhlenbeck,5,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.03495489669647126,0.053359408727719604,0.04773431224284236
ornstein_uhlenbeck,5,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.07619032821938887,0.13910597567842908,0.06068175460776217
ornstein_uhlenbeck,5,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.11781299187537492,0.2489826785430223,0.08221661993309617
ornstein_uhlenbeck,5,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.15444819786500008,0.33074008404379307,0.09934738392148754
double_well,5,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.041489930511097554,0.07985173399496637,0.0510392031409008
double_well,5,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.09689010898508257,0.16872571105224626,0.08045063564524005
double_well,5,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.13262821914467052,0.20073774287475546,0.09027659835441915
double_well,5,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.15707361354443786,0.15548750358773467,0.10215235111088776
multi_well,5,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.04261985817580466,0.09800828485445107,0.06003840203207302
multi_well,5,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.11246517316529339,0.1961539477694637,0.09393525070286841
multi_well,5,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.19549294456011782,0.27844775252549936,0.12518007902634562
multi_well,5,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.26661128392218675,0.41685849706005934,0.15538190407621633
ornstein_uhlenbeck,6,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.040139468527781094,0.07976026191940566,0.051545792338971226
ornstein_uhlenbeck,6,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.0888009561765653,0.16324503215699426,0.07134088001754528
ornstein_uhlenbeck,6,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.13040600804067637,0.24845731299540413,0.08821235741005254
ornstein_uhlenbeck,6,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.14100022144133453,0.26279530353201813,0.09227045015768919
double_well,6,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.040366474076204396,0.07872760257774047,0.05334645759894563
double_well,6,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.09203094581346306,0.12910679491905225,0.07203668045565127
double_well,6,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.1342975206259836,0.1450834305592987,0.08945719896281105
double_well,6,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.1640082915161792,0.12249422294601563,0.10348601454158442
multi_well,6,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.05004923184676609,0.0696846992278769,0.05412972777970211
multi_well,6,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.11953302153991942,0.16701074388498238,0.08805939400810635
multi_well,6,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.1976543153114037,0.257617832783311,0.121492724975463
multi_well,6,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.24271086619909127,0.3036301245294017,0.14266472277181144
ornstein_uhlenbeck,7,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.04298702883081554,0.08449817419461647,0.05417507502912257
ornstein_uhlenbeck,7,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.0771910924756469,0.1695782158793535,0.06635071466801243
ornstein_uhlenbeck,7,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.1133657098997867,0.21959178785609162,0.08060023632561093
ornstein_uhlenbeck,7,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.12771742480860743,0.21273469352959698,0.08200708057824604
double_well,7,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.03977092653819591,0.0695005669875679,0.04650080204974194
double_well,7,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.09165325304395959,0.10697334186853458,0.06872781168477655
double_well,7,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.12836050178184957,0.12514073996609718,0.08711888672695671
double_well,7,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.16035631069837825,0.1278217331015199,0.10472858358330349
multi_well,7,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.05421701666835636,0.1049776199425072,0.06068325056453323
multi_well,7,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.1369960857720881,0.19267563415366962,0.09973936731644133
multi_well,7,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.20468761521739243,0.26747884410192074,0.12549402630735962
multi_well,7,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.23904790737281903,0.3116732058867331,0.1422332089724768
ornstein_uhlenbeck,8,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.04035146215032108,0.07950454603956658,0.050337370185949415
ornstein_uhlenbeck,8,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.07567748173181957,0.13301301234650464,0.06597887078582625
ornstein_uhlenbeck,8,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.11296142026754277,0.2236281898242779,0.07876993624097096
ornstein_uhlenbeck,8,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.15025077030025233,0.2655808657119576,0.09454065357604696
double_well,8,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.039602672951448675,0.08859601205794732,0.05207639037073168
double_well,8,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.09214454405709388,0.1358253525997256,0.06899790879646894
double_well,8,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.13345302656014202,0.13102287206774008,0.08849043991350782
double_well,8,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.15624522120880968,0.1444422262195289,0.09921710793728125
multi_well,8,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.04495407313506484,0.08254205053995467,0.05686434461044919
multi_well,8,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.10387711398930441,0.1877421127661631,0.07929443238101994
multi_well,8,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.16020000543470697,0.27276122516418444,0.1032709694621151
multi_well,8,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.18536967827680476,0.32812922701947567,0.11435219513803208
ornstein_uhlenbeck,9,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.04192081780658723,0.08180987838300235,0.052995677065692526
ornstein_uhlenbeck,9,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.0761269848155886,0.18045986233583722,0.0672056814656079
ornstein_uhlenbeck,9,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.11681875376983729,0.24747427262366944,0.08207697089366726
ornstein_uhlenbeck,9,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.14104118870843538,0.2615088847541478,0.09158809748193555
double_well,9,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.038158415782849876,0.06727627495087363,0.05082475264649338
double_well,9,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.08852366403981764,0.12585167089303007,0.06920750650462953
double_well,9,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.12464817846001508,0.13445127359466014,0.0857180256075979
double_well,9,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.1616926099557347,0.12431515302408948,0.1059193840009971
multi_well,9,trajectory_length,10000,2,10000,32,0.02,0.18,1,equilibrium,0.04318763333248103,0.07626135887353092,0.051678632115567266
multi_well,9,trajectory_length,10000,4,10000,32,0.02,0.18,1,equilibrium,0.09574884528881279,0.14945774312621402,0.07445494966942287
multi_well,9,trajectory_length,10000,8,10000,32,0.02,0.18,1,equilibrium,0.13351508785248978,0.19827158753311222,0.08883860718232482
multi_well,9,trajectory_length,10000,16,10000,32,0.02,0.18,1,equilibrium,0.1558325370530681,0.17250361680750625,0.10135783758384388
ornstein_uhlenbeck,0,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.024329872762225563,0.05451999581529854,0.028276978879479407
ornstein_uhlenbeck,0,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.049787485277108565,0.12555187834796244,0.04365660793320786
ornstein_uhlenbeck,0,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.06443869729059226,0.1616865299180658,0.05059632088476239
ornstein_uhlenbeck,0,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.06984676927554549,0.18118136704092944,0.05039227557956175
double_well,0,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.02494406335189668,0.04823161118846253,0.03318074579350904
double_well,0,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.05603685267656118,0.08895134095136997,0.045878424318789426
double_well,0,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.08124515252993089,0.12197051578803492,0.0546530184988379
double_well,0,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.08460730374878678,0.08354129524058171,0.054544326362034844
multi_well,0,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.03211906633083217,0.06678022360420255,0.03752711955719975
multi_well,0,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.08546565485633548,0.16593804161900771,0.06818345774010731
multi_well,0,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.15020592081407408,0.23323352312274148,0.09848639794619468
multi_well,0,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.19929970380682488,0.32116003825781875,0.1211673578592477
ornstein_uhlenbeck,1,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.024711513201858055,0.05599452619511036,0.02868485393730787
ornstein_uhlenbeck,1,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.04643831251993302,0.10856961953428446,0.0416642915926758
ornstein_uhlenbeck,1,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.06137029181084033,0.15377565081869538,0.0483174936433194
ornstein_uhlenbeck,1,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.05993535022250561,0.16090113619978158,0.04577996309308623
double_well,1,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.024890053765589136,0.0639305437618306,0.034077296882748964
double_well,1,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.05353018410763411,0.09162933073742757,0.045642184588564186
double_well,1,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.0777623157244951,0.10080063071375236,0.05122565900966825
double_well,1,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.0868912183549764,0.09972050857565692,0.054457952620400096
multi_well,1,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.024720842098212292,0.06504322545638153,0.040907445280394694
multi_well,1,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.07222495415876465,0.14228060078748062,0.07624245599604638
multi_well,1,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.14357460887830442,0.22465769726441737,0.11125582512119324
multi_well,1,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.21112893988542952,0.3086635542491549,0.1318540502938145
ornstein_uhlenbeck,2,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.023628073712600596,0.05121184839338089,0.02711078631940489
ornstein_uhlenbeck,2,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.0489618342854782,0.10935334165950139,0.04384964303514359
ornstein_uhlenbeck,2,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.0697651260896092,0.16953869225421614,0.05436719598387774
ornstein_uhlenbeck,2,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.07291677048397668,0.17031757673878328,0.05209564125302412
double_well,2,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.023876940076578528,0.04752235038437469,0.032693065109222534
double_well,2,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.053818263236813144,0.08734627647944448,0.04549738044274794
double_well,2,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.07312194597371721,0.07742856860176117,0.05000845394675365
double_well,2,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.07539256607997946,0.07447971567954284,0.04831652106983842
multi_well,2,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.027988919977017634,0.06566007079113545,0.040817153298406135
multi_well,2,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.07648572765528718,0.14153279059045087,0.07138660295938375
multi_well,2,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.1278876160500659,0.22051058191600997,0.09026244364493301
multi_well,2,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.1601574021206639,0.24469795869798486,0.0961271940542737
ornstein_uhlenbeck,3,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.024568050770155045,0.05999387926772548,0.02703990568067887
ornstein_uhlenbeck,3,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.04818407313986352,0.12463330891918345,0.04226644609970757
ornstein_uhlenbeck,3,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.059663506863511365,0.14455488626866247,0.04715096687874794
ornstein_uhlenbeck,3,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.061006226915720385,0.13227217594425789,0.04410183879507258
double_well,3,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.024039593058004453,0.05113717056925471,0.03271709115748931
double_well,3,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.053416269941948535,0.09166516410577885,0.04538610643502289
double_well,3,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.0729695161222701,0.09515185194849812,0.048741672626840864
double_well,3,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.08038373571624502,0.08752714194336547,0.04860563379046843
multi_well,3,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.030586988515170305,0.06784247364156515,0.036863988944601044
multi_well,3,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.07805671252102656,0.15527675030656152,0.07204600076593938
multi_well,3,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.130884493766347,0.23598366849342944,0.09321715770020843
multi_well,3,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.17310448002450668,0.284260174937492,0.10728015518407681
ornstein_uhlenbeck,4,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.02315369929046992,0.04852173024541456,0.026873944354932826
ornstein_uhlenbeck,4,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.043905285012859736,0.09591807712615119,0.0373644258752772
ornstein_uhlenbeck,4,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.05715115195811701,0.13580526352203476,0.044122439082527755
ornstein_uhlenbeck,4,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.061220242435517824,0.1282085899780551,0.043209158261916694
double_well,4,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.024360421625422082,0.048799721518067496,0.031850448562027275
double_well,4,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.05419260774607154,0.08639733823798373,0.04513157629547624
double_well,4,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.0724095640195085,0.08927075364243225,0.04975746024478825
double_well,4,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.07037612048085454,0.08584709861725756,0.04702996695816714
multi_well,4,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.028094732576517942,0.06598016241923887,0.04358426538452794
multi_well,4,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.07235929568656149,0.1378958522436209,0.07366109426051766
multi_well,4,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.13132247262494676,0.2178513334950845,0.09474076810429567
multi_well,4,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.1671599734960771,0.23012862350197397,0.09934984386073764
ornstein_uhlenbeck,5,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.024461232127350154,0.04730169323454969,0.026714265852670775
ornstein_uhlenbeck,5,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.048509368720000695,0.11685154380035656,0.043930208718494616
ornstein_uhlenbeck,5,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.06533950506370174,0.16055072610189125,0.051891754754080935
ornstein_uhlenbeck,5,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.06272285237310554,0.1577821004119854,0.04521722276959602
double_well,5,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.024936311430033345,0.053383846072044494,0.0349878465327405
double_well,5,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.05777353085210834,0.09227610653740409,0.04970968801674054
double_well,5,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.07964038508838032,0.10441398801570978,0.0532227027468799
double_well,5,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.08393309660301368,0.08084395753026635,0.053805647508532076
multi_well,5,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.025314835962228874,0.06102136496409594,0.04368854178874628
multi_well,5,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.07060443176216763,0.1407644008318789,0.0797190813978071
multi_well,5,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.129598505300636,0.21565550933585165,0.10231257183519307
multi_well,5,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.17334713361221446,0.19685638590830798,0.10548649794867984
ornstein_uhlenbeck,6,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.027693432191045274,0.05506024191426706,0.029470896238789013
ornstein_uhlenbeck,6,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.05399519524997552,0.11713259915780838,0.04466737262641023
ornstein_uhlenbeck,6,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.06611854595301038,0.156333825202366,0.05031343311197496
ornstein_uhlenbeck,6,trajectory_length,50000,16,50000,32,0.02,0.18,1,equilibrium,0.06649445173520802,0.15460389844087497,0.047863068666318974
double_well,6,trajectory_length,50000,2,50000,32,0.02,0.18,1,equilibrium,0.024748211225890313,0.05821307461928177,0.03273361665468304
double_well,6,trajectory_length,50000,4,50000,32,0.02,0.18,1,equilibrium,0.055721470056595834,0.09887535633696753,0.049097412179623316
double_well,6,trajectory_length,50000,8,50000,32,0.02,0.18,1,equilibrium,0.07394194986971193,0.0801298286238605,0.04822634349782522
